"","Id","When","FarmCashReceiptType","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"289",39613,"1/1/1989 12:00:00 AM","Total crops receipts",701892000,110699000,2654896000,296774000,23437000,1470000,10868000,433659000,38030000,126799000,911268000,"5/26/2020 8:59:29 AM"
"290",39614,"1/1/1989 12:00:00 AM","Total farm cash receipts",1293969000,290504000,6113932000,596706000,63349000,14026000,76940000,1382924000,65298000,814880000,1515336000,"5/26/2020 8:59:29 AM"
"291",39615,"1/1/1989 12:00:00 AM","Total receipts from livestock and livestock products",467603000,167712000,2623130000,187228000,36784000,11923000,60861000,824036000,22659000,612784000,231540000,"5/26/2020 8:59:29 AM"
"292",39616,"1/1/1989 12:00:00 AM","Total receipts from direct payments",124474000,12093000,835906000,112704000,3128000,633000,5211000,125229000,4609000,75297000,372528000,"5/26/2020 8:59:29 AM"
"293",39617,"4/1/1989 12:00:00 AM","Total crops receipts",377182000,122098000,1751479000,155640000,30983000,1600000,16713000,423145000,47925000,202402000,373791000,"5/26/2020 8:59:29 AM"
"294",39618,"4/1/1989 12:00:00 AM","Total farm cash receipts",1018735000,297843000,5035476000,387445000,69696000,13882000,72778000,1340053000,76496000,997604000,760944000,"5/26/2020 8:59:29 AM"
"295",39619,"4/1/1989 12:00:00 AM","Total receipts from livestock and livestock products",570471000,163042000,2718104000,168602000,37136000,11619000,52384000,830248000,24799000,646087000,213716000,"5/26/2020 8:59:29 AM"
"296",39620,"4/1/1989 12:00:00 AM","Total receipts from direct payments",71082000,12703000,565893000,63203000,1577000,663000,3681000,86660000,3772000,149115000,173437000,"5/26/2020 8:59:29 AM"
"297",39621,"7/1/1989 12:00:00 AM","Total crops receipts",378744000,108747000,2248772000,241706000,29511000,3188000,32236000,644411000,22239000,223592000,564398000,"5/26/2020 8:59:29 AM"
"298",39622,"7/1/1989 12:00:00 AM","Total farm cash receipts",1135514000,289365000,5872370000,561516000,69363000,15389000,89232000,1580704000,51640000,949700000,1129947000,"5/26/2020 8:59:29 AM"
"299",39623,"7/1/1989 12:00:00 AM","Total receipts from livestock and livestock products",580561000,169825000,2724378000,179702000,36899000,11621000,53197000,812829000,25677000,643934000,210133000,"5/26/2020 8:59:29 AM"
"300",39624,"7/1/1989 12:00:00 AM","Total receipts from direct payments",176209000,10793000,899220000,140108000,2953000,580000,3799000,123464000,3724000,82174000,355416000,"5/26/2020 8:59:29 AM"
"301",39625,"10/1/1989 12:00:00 AM","Total crops receipts",402378000,123271000,2114735000,194565000,31468000,3688000,25860000,601500000,38904000,172304000,520797000,"5/26/2020 8:59:29 AM"
"302",39626,"10/1/1989 12:00:00 AM","Total farm cash receipts",1151251000,377029000,5897491000,562529000,71648000,15271000,86949000,1482512000,64729000,993079000,1092494000,"5/26/2020 8:59:29 AM"
"303",39627,"10/1/1989 12:00:00 AM","Total receipts from livestock and livestock products",560606000,213433000,2835589000,234126000,36608000,10785000,56117000,792873000,21752000,635877000,273412000,"5/26/2020 8:59:29 AM"
"304",39628,"10/1/1989 12:00:00 AM","Total receipts from direct payments",188267000,40325000,947167000,133838000,3572000,798000,4972000,88139000,4073000,184898000,298285000,"5/26/2020 8:59:29 AM"
"305",39629,"1/1/1990 12:00:00 AM","Total crops receipts",672522000,118907000,2815040000,340677000,29298000,1682000,10905000,472266000,44922000,130035000,993826000,"5/26/2020 8:59:29 AM"
"306",39630,"1/1/1990 12:00:00 AM","Total farm cash receipts",1301986000,314014000,5977820000,595663000,67416000,14465000,73119000,1330347000,73121000,817447000,1390242000,"5/26/2020 8:59:29 AM"
"307",39631,"1/1/1990 12:00:00 AM","Total receipts from livestock and livestock products",565818000,180282000,2711920000,182765000,36351000,12165000,59471000,800411000,23482000,626280000,224895000,"5/26/2020 8:59:29 AM"
"308",39632,"1/1/1990 12:00:00 AM","Total receipts from direct payments",63646000,14825000,450860000,72221000,1767000,618000,2743000,57670000,4717000,61132000,171521000,"5/26/2020 8:59:29 AM"
"309",39633,"4/1/1990 12:00:00 AM","Total crops receipts",333448000,138439000,2051057000,266066000,34068000,1132000,16781000,452165000,39221000,212072000,557665000,"5/26/2020 8:59:29 AM"
"310",39634,"4/1/1990 12:00:00 AM","Total farm cash receipts",984875000,328588000,5284153000,484932000,73359000,14346000,74156000,1344733000,68853000,1078910000,831401000,"5/26/2020 8:59:29 AM"
"311",39635,"4/1/1990 12:00:00 AM","Total receipts from livestock and livestock products",622021000,181051000,2878446000,195007000,37831000,12541000,54786000,849964000,27100000,691884000,206261000,"5/26/2020 8:59:29 AM"
"312",39636,"4/1/1990 12:00:00 AM","Total receipts from direct payments",29406000,9098000,354650000,23859000,1460000,673000,2589000,42604000,2532000,174954000,67475000,"5/26/2020 8:59:29 AM"
"313",39637,"7/1/1990 12:00:00 AM","Total crops receipts",358454000,94532000,2133446000,212268000,31863000,2913000,32881000,662203000,19013000,219705000,499614000,"5/26/2020 8:59:29 AM"
"314",39638,"7/1/1990 12:00:00 AM","Total farm cash receipts",1072731000,294076000,5574895000,441800000,71345000,15703000,91085000,1546191000,48358000,953030000,1040576000,"5/26/2020 8:59:29 AM"
"315",39639,"7/1/1990 12:00:00 AM","Total receipts from livestock and livestock products",593673000,179130000,2818090000,184180000,38221000,12380000,56528000,842167000,26690000,668572000,216549000,"5/26/2020 8:59:29 AM"
"316",39640,"7/1/1990 12:00:00 AM","Total receipts from direct payments",120604000,20414000,623359000,45352000,1261000,410000,1676000,41821000,2655000,64753000,324413000,"5/26/2020 8:59:29 AM"
"317",39641,"10/1/1990 12:00:00 AM","Total crops receipts",276973000,124331000,1876376000,203187000,29395000,3405000,28467000,582973000,34341000,176156000,417148000,"5/26/2020 8:59:29 AM"
"318",39642,"10/1/1990 12:00:00 AM","Total farm cash receipts",923499000,362098000,5161071000,463047000,68084000,15625000,93337000,1469347000,63049000,934385000,768600000,"5/26/2020 8:59:29 AM"
"319",39643,"10/1/1990 12:00:00 AM","Total receipts from livestock and livestock products",542063000,218469000,2860325000,232009000,36574000,11650000,58912000,834594000,24204000,644551000,257299000,"5/26/2020 8:59:29 AM"
"320",39644,"10/1/1990 12:00:00 AM","Total receipts from direct payments",104463000,19298000,424370000,27851000,2115000,570000,5958000,51780000,4504000,113678000,94153000,"5/26/2020 8:59:29 AM"
"321",39645,"1/1/1991 12:00:00 AM","Total crops receipts",580928000,122598000,2560146000,321272000,18866000,1768000,10247000,404589000,25325000,115124000,959429000,"5/26/2020 8:59:29 AM"
"322",39646,"1/1/1991 12:00:00 AM","Total farm cash receipts",1215529000,317949000,5750210000,567699000,58962000,15340000,73586000,1269587000,53605000,857672000,1320281000,"5/26/2020 8:59:29 AM"
"323",39647,"1/1/1991 12:00:00 AM","Total receipts from livestock and livestock products",569716000,176741000,2747756000,194840000,35982000,13017000,60581000,806476000,24826000,636514000,229063000,"5/26/2020 8:59:29 AM"
"324",39648,"1/1/1991 12:00:00 AM","Total receipts from direct payments",64885000,18610000,442308000,51587000,4114000,555000,2758000,58522000,3454000,106034000,131789000,"5/26/2020 8:59:29 AM"
"325",39649,"4/1/1991 12:00:00 AM","Total crops receipts",344333000,151440000,2084776000,284177000,28965000,1316000,15576000,401588000,31052000,191880000,634449000,"5/26/2020 8:59:29 AM"
"326",39650,"4/1/1991 12:00:00 AM","Total farm cash receipts",959522000,342159000,5128956000,482266000,67116000,14311000,70951000,1278480000,60115000,1007533000,846503000,"5/26/2020 8:59:29 AM"
"327",39651,"4/1/1991 12:00:00 AM","Total receipts from livestock and livestock products",599313000,175371000,2806852000,194398000,37039000,12353000,53935000,827805000,27290000,672658000,206690000,"5/26/2020 8:59:29 AM"
"328",39652,"4/1/1991 12:00:00 AM","Total receipts from direct payments",15876000,15348000,237328000,3691000,1112000,642000,1440000,49087000,1773000,142995000,5364000,"5/26/2020 8:59:29 AM"
"329",39653,"7/1/1991 12:00:00 AM","Total crops receipts",321277000,104631000,2243603000,237394000,27408000,3463000,31988000,667551000,19484000,229439000,600968000,"5/26/2020 8:59:29 AM"
"330",39654,"7/1/1991 12:00:00 AM","Total farm cash receipts",893672000,292418000,5014911000,412928000,66493000,16365000,87551000,1481341000,53105000,916312000,794726000,"5/26/2020 8:59:29 AM"
"331",39655,"7/1/1991 12:00:00 AM","Total receipts from livestock and livestock products",546927000,182728000,2622396000,168691000,37422000,12206000,54544000,784656000,25397000,624723000,185102000,"5/26/2020 8:59:29 AM"
"332",39656,"7/1/1991 12:00:00 AM","Total receipts from direct payments",25468000,5059000,148912000,6843000,1663000,696000,1019000,29134000,8224000,62150000,8656000,"5/26/2020 8:59:29 AM"
"333",39657,"10/1/1991 12:00:00 AM","Total crops receipts",290762000,145418000,1836819000,172469000,25106000,3970000,27793000,574089000,46393000,194917000,355902000,"5/26/2020 8:59:29 AM"
"334",39658,"10/1/1991 12:00:00 AM","Total farm cash receipts",1166195000,389078000,6105468000,541512000,64488000,16736000,85744000,1529860000,76929000,1068956000,1165970000,"5/26/2020 8:59:29 AM"
"335",39659,"10/1/1991 12:00:00 AM","Total receipts from livestock and livestock products",540134000,220019000,2735454000,201134000,35181000,12051000,54561000,786976000,21308000,617684000,246406000,"5/26/2020 8:59:29 AM"
"336",39660,"10/1/1991 12:00:00 AM","Total receipts from direct payments",335299000,23641000,1533195000,167909000,4201000,715000,3390000,168795000,9228000,256355000,563662000,"5/26/2020 8:59:29 AM"
"337",39661,"1/1/1992 12:00:00 AM","Total crops receipts",425884000,123518000,2131159000,226664000,23470000,2097000,10905000,494064000,29834000,130833000,663890000,"5/26/2020 8:59:29 AM"
"338",39662,"1/1/1992 12:00:00 AM","Total farm cash receipts",1294502000,327255000,6124053000,523659000,65877000,16486000,72120000,1442081000,62223000,891999000,1427851000,"5/26/2020 8:59:29 AM"
"339",39663,"1/1/1992 12:00:00 AM","Total receipts from livestock and livestock products",593771000,181526000,2761964000,190742000,35573000,13210000,55845000,831773000,22921000,593292000,243311000,"5/26/2020 8:59:29 AM"
"340",39664,"1/1/1992 12:00:00 AM","Total receipts from direct payments",274847000,22211000,1230930000,106253000,6834000,1179000,5370000,116244000,9468000,167874000,520650000,"5/26/2020 8:59:29 AM"
"341",39665,"4/1/1992 12:00:00 AM","Total crops receipts",312325000,147605000,1893952000,204574000,26765000,1480000,17045000,414319000,21593000,235285000,512961000,"5/26/2020 8:59:29 AM"
"342",39666,"4/1/1992 12:00:00 AM","Total farm cash receipts",1196997000,342358000,5689454000,581226000,65849000,14462000,69772000,1455414000,52944000,982872000,927560000,"5/26/2020 8:59:29 AM"
"343",39667,"4/1/1992 12:00:00 AM","Total receipts from livestock and livestock products",650790000,175692000,2756275000,185863000,36584000,12163000,49678000,816339000,26267000,600694000,202205000,"5/26/2020 8:59:29 AM"
"344",39668,"4/1/1992 12:00:00 AM","Total receipts from direct payments",233882000,19061000,1039227000,190789000,2500000,819000,3049000,224756000,5084000,146893000,212394000,"5/26/2020 8:59:29 AM"
"345",39669,"7/1/1992 12:00:00 AM","Total crops receipts",407203000,119486000,2336954000,243184000,24673000,3615000,36774000,605573000,19634000,248896000,627916000,"5/26/2020 8:59:29 AM"
"346",39670,"7/1/1992 12:00:00 AM","Total farm cash receipts",1093836000,315734000,5345643000,445135000,64346000,17066000,90046000,1440785000,46586000,961680000,870429000,"5/26/2020 8:59:29 AM"
"347",39671,"7/1/1992 12:00:00 AM","Total receipts from livestock and livestock products",635997000,186228000,2768916000,188777000,36604000,12507000,51546000,795056000,24360000,610669000,227172000,"5/26/2020 8:59:29 AM"
"348",39672,"7/1/1992 12:00:00 AM","Total receipts from direct payments",50636000,10020000,239773000,13174000,3069000,944000,1726000,40156000,2592000,102115000,15341000,"5/26/2020 8:59:29 AM"
"349",39673,"10/1/1992 12:00:00 AM","Total crops receipts",356909000,151852000,2188970000,280075000,23037000,4095000,31169000,609566000,29918000,191722000,510627000,"5/26/2020 8:59:29 AM"
"350",39674,"10/1/1992 12:00:00 AM","Total farm cash receipts",1370924000,418730000,6571052000,618744000,74328000,16986000,89649000,1714897000,66451000,1035318000,1165025000,"5/26/2020 8:59:29 AM"
"351",39675,"10/1/1992 12:00:00 AM","Total receipts from livestock and livestock products",683352000,251528000,3101173000,260355000,35695000,11570000,54232000,842770000,22822000,636140000,302709000,"5/26/2020 8:59:29 AM"
"352",39676,"10/1/1992 12:00:00 AM","Total receipts from direct payments",330663000,15350000,1280909000,78314000,15596000,1321000,4248000,262561000,13711000,207456000,351689000,"5/26/2020 8:59:29 AM"
"353",39677,"1/1/1993 12:00:00 AM","Total crops receipts",478479000,136044000,2412774000,347425000,17991000,1553000,10855000,443248000,24402000,118554000,834223000,"5/26/2020 8:59:29 AM"
"354",39678,"1/1/1993 12:00:00 AM","Total farm cash receipts",1550803000,337390000,6679881000,716614000,59341000,16683000,68336000,1428552000,51076000,901065000,1550021000,"5/26/2020 8:59:29 AM"
"355",39679,"1/1/1993 12:00:00 AM","Total receipts from livestock and livestock products",710241000,189452000,2998150000,232580000,36572000,12856000,55722000,830637000,23621000,625631000,280838000,"5/26/2020 8:59:29 AM"
"356",39680,"1/1/1993 12:00:00 AM","Total receipts from direct payments",362083000,11894000,1268957000,136609000,4778000,2274000,1759000,154667000,3053000,156880000,434960000,"5/26/2020 8:59:29 AM"
"357",39681,"4/1/1993 12:00:00 AM","Total crops receipts",313860000,156939000,2045674000,265968000,30474000,984000,15877000,382663000,25859000,206082000,646968000,"5/26/2020 8:59:29 AM"
"358",39682,"4/1/1993 12:00:00 AM","Total farm cash receipts",1126069000,357401000,5540192000,560216000,69916000,13886000,68538000,1295592000,56022000,1045221000,947331000,"5/26/2020 8:59:29 AM"
"359",39683,"4/1/1993 12:00:00 AM","Total receipts from livestock and livestock products",769670000,192871000,3027058000,216996000,37390000,12510000,51236000,835096000,27114000,647071000,237104000,"5/26/2020 8:59:29 AM"
"360",39684,"4/1/1993 12:00:00 AM","Total receipts from direct payments",42539000,7591000,467460000,77252000,2052000,392000,1425000,77833000,3049000,192068000,63259000,"5/26/2020 8:59:29 AM"
"361",39685,"7/1/1993 12:00:00 AM","Total crops receipts",314003000,112386000,1894341000,184728000,29190000,2927000,31636000,552471000,23244000,266592000,377164000,"5/26/2020 8:59:29 AM"
"362",39686,"7/1/1993 12:00:00 AM","Total farm cash receipts",1106335000,318703000,5171555000,411808000,70109000,15988000,88603000,1443625000,53074000,1000929000,662381000,"5/26/2020 8:59:29 AM"
"363",39687,"7/1/1993 12:00:00 AM","Total receipts from livestock and livestock products",767697000,201520000,3079029000,212326000,38582000,12680000,53944000,825218000,28045000,672459000,266558000,"5/26/2020 8:59:29 AM"
"364",39688,"7/1/1993 12:00:00 AM","Total receipts from direct payments",24635000,4797000,198185000,14754000,2337000,381000,3023000,65936000,1785000,61878000,18659000,"5/26/2020 8:59:29 AM"
"365",39689,"10/1/1993 12:00:00 AM","Total crops receipts",455914000,156991000,2692865000,260955000,36864000,3628000,29218000,738343000,49760000,226966000,734226000,"5/26/2020 8:59:29 AM"
"366",39690,"10/1/1993 12:00:00 AM","Total farm cash receipts",1280820000,432051000,6796892000,691716000,83729000,15766000,87238000,1711921000,80565000,1034180000,1378906000,"5/26/2020 8:59:29 AM"
"367",39691,"10/1/1993 12:00:00 AM","Total receipts from livestock and livestock products",6.78e+08,257661000,3195971000,271893000,38952000,11719000,56134000,852781000,25772000,679179000,323880000,"5/26/2020 8:59:29 AM"
"368",39692,"10/1/1993 12:00:00 AM","Total receipts from direct payments",146906000,17399000,908056000,158868000,7913000,419000,1886000,120797000,5033000,128035000,320800000,"5/26/2020 8:59:29 AM"
"369",39693,"1/1/1994 12:00:00 AM","Total crops receipts",676411000,145391000,3070291000,350250000,29683000,1687000,11576000,546767000,52734000,153516000,1102276000,"5/26/2020 8:59:29 AM"
"370",39694,"1/1/1994 12:00:00 AM","Total farm cash receipts",1633196000,363847000,6823986000,710636000,72105000,16052000,75303000,1449120000,83249000,968698000,1451780000,"5/26/2020 8:59:29 AM"
"371",39695,"1/1/1994 12:00:00 AM","Total receipts from livestock and livestock products",696829000,204933000,3061198000,230907000,39683000,12128000,61466000,856792000,24721000,681227000,252512000,"5/26/2020 8:59:29 AM"
"372",39696,"1/1/1994 12:00:00 AM","Total receipts from direct payments",259956000,13523000,692497000,129479000,2739000,2237000,2261000,45561000,5794000,133955000,96992000,"5/26/2020 8:59:29 AM"
"373",39697,"4/1/1994 12:00:00 AM","Total crops receipts",425872000,165228000,2356838000,180829000,34426000,1271000,17628000,506953000,46599000,258135000,719897000,"5/26/2020 8:59:29 AM"
"374",39698,"4/1/1994 12:00:00 AM","Total farm cash receipts",1264871000,371246000,5782675000,467905000,75632000,14125000,73002000,1389921000,76958000,1083315000,965700000,"5/26/2020 8:59:29 AM"
"375",39699,"4/1/1994 12:00:00 AM","Total receipts from livestock and livestock products",809612000,201718000,3147447000,214645000,39351000,12069000,53820000,861082000,27131000,691591000,236428000,"5/26/2020 8:59:29 AM"
"376",39700,"4/1/1994 12:00:00 AM","Total receipts from direct payments",29387000,4300000,278390000,72431000,1855000,785000,1554000,21886000,3228000,133589000,9375000,"5/26/2020 8:59:29 AM"
"377",39701,"7/1/1994 12:00:00 AM","Total crops receipts",489727000,140467000,2839392000,299832000,29230000,3529000,34517000,661265000,30630000,268242000,881953000,"5/26/2020 8:59:29 AM"
"378",39702,"7/1/1994 12:00:00 AM","Total farm cash receipts",1343193000,350175000,6147184000,515652000,68273000,16354000,89195000,1522219000,56794000,1021404000,1163925000,"5/26/2020 8:59:29 AM"
"379",39703,"7/1/1994 12:00:00 AM","Total receipts from livestock and livestock products",821023000,205612000,3118306000,204916000,37828000,11960000,53372000,837707000,24940000,684175000,236773000,"5/26/2020 8:59:29 AM"
"380",39704,"7/1/1994 12:00:00 AM","Total receipts from direct payments",32443000,4096000,189486000,10904000,1215000,865000,1306000,23247000,1224000,68987000,45199000,"5/26/2020 8:59:29 AM"
"381",39705,"10/1/1994 12:00:00 AM","Total crops receipts",570526000,183921000,3276085000,387070000,34506000,4529000,31925000,796492000,63010000,227585000,976521000,"5/26/2020 8:59:29 AM"
"382",39706,"10/1/1994 12:00:00 AM","Total farm cash receipts",1340061000,452594000,7127551000,756822000,77239000,16875000,90112000,1691592000,91684000,1141437000,1469135000,"5/26/2020 8:59:29 AM"
"383",39707,"10/1/1994 12:00:00 AM","Total receipts from livestock and livestock products",709112000,261013000,3186940000,268780000,40002000,11591000,55941000,842385000,22957000,676629000,298530000,"5/26/2020 8:59:29 AM"
"384",39708,"10/1/1994 12:00:00 AM","Total receipts from direct payments",60423000,7660000,664526000,100972000,2731000,755000,2246000,52715000,5717000,237223000,194084000,"5/26/2020 8:59:29 AM"
"385",39709,"1/1/1995 12:00:00 AM","Total crops receipts",902744000,172416000,3770328000,455288000,25108000,2427000,13782000,563991000,52407000,154712000,1427453000,"5/26/2020 8:59:29 AM"
"386",39710,"1/1/1995 12:00:00 AM","Total farm cash receipts",1761009000,382647000,7289752000,749031000,72037000,16225000,79216000,1468787000,83618000,933124000,1744058000,"5/26/2020 8:59:29 AM"
"387",39711,"1/1/1995 12:00:00 AM","Total receipts from livestock and livestock products",789912000,201881000,3197549000,238667000,41869000,12977000,63251000,870617000,26616000,693312000,258447000,"5/26/2020 8:59:29 AM"
"388",39712,"1/1/1995 12:00:00 AM","Total receipts from direct payments",68353000,8350000,321875000,55076000,5060000,821000,2183000,34179000,4595000,85100000,58158000,"5/26/2020 8:59:29 AM"
"389",39713,"4/1/1995 12:00:00 AM","Total crops receipts",487460000,183832000,2658790000,278126000,28901000,2291000,19339000,515555000,45794000,266030000,831462000,"5/26/2020 8:59:29 AM"
"390",39714,"4/1/1995 12:00:00 AM","Total farm cash receipts",1327622000,385620000,6047800000,505329000,72288000,15687000,75070000,1378624000,91337000,1148940000,1047283000,"5/26/2020 8:59:29 AM"
"391",39715,"4/1/1995 12:00:00 AM","Total receipts from livestock and livestock products",816764000,195023000,3085654000,209585000,40796000,12452000,54435000,832466000,27826000,681609000,214698000,"5/26/2020 8:59:29 AM"
"392",39716,"4/1/1995 12:00:00 AM","Total receipts from direct payments",23398000,6765000,303356000,17618000,2591000,944000,1296000,30603000,17717000,201301000,1123000,"5/26/2020 8:59:29 AM"
"393",39717,"7/1/1995 12:00:00 AM","Total crops receipts",533507000,153478000,3049622000,325639000,32230000,3803000,38076000,806679000,27831000,293727000,834652000,"5/26/2020 8:59:29 AM"
"394",39718,"7/1/1995 12:00:00 AM","Total farm cash receipts",1404324000,363883000,6392639000,557029000,73494000,17300000,95392000,1636211000,56105000,1089210000,1099691000,"5/26/2020 8:59:29 AM"
"395",39719,"7/1/1995 12:00:00 AM","Total receipts from livestock and livestock products",822429000,205604000,3153860000,220990000,39174000,12797000,56097000,813783000,26681000,733553000,222752000,"5/26/2020 8:59:29 AM"
"396",39720,"7/1/1995 12:00:00 AM","Total receipts from direct payments",48388000,4801000,189157000,10400000,2090000,700000,1219000,15749000,1593000,61930000,42287000,"5/26/2020 8:59:29 AM"
"397",39721,"10/1/1995 12:00:00 AM","Total crops receipts",701562000,206299000,3635365000,367733000,29081000,4404000,33828000,952803000,54345000,293470000,991840000,"5/26/2020 8:59:29 AM"
"398",39722,"10/1/1995 12:00:00 AM","Total farm cash receipts",1476110000,453410000,7393130000,691899000,72405000,17160000,91478000,1831750000,82159000,1182097000,1494662000,"5/26/2020 8:59:29 AM"
"399",39723,"10/1/1995 12:00:00 AM","Total receipts from livestock and livestock products",737309000,241546000,3266737000,287156000,41233000,12140000,55754000,848071000,25177000,725484000,292867000,"5/26/2020 8:59:29 AM"
"400",39724,"10/1/1995 12:00:00 AM","Total receipts from direct payments",37239000,5565000,491028000,37010000,2091000,616000,1896000,30876000,2637000,163143000,209955000,"5/26/2020 8:59:29 AM"
"401",39725,"1/1/1996 12:00:00 AM","Total crops receipts",982267000,176730000,4130315000,498913000,25773000,2296000,14557000,692257000,50214000,192595000,1494713000,"5/26/2020 8:59:29 AM"
"402",39726,"1/1/1996 12:00:00 AM","Total farm cash receipts",1809622000,396169000,7881419000,795149000,72568000,16839000,87193000,1621084000,81114000,1034887000,1966794000,"5/26/2020 8:59:29 AM"
"403",39727,"1/1/1996 12:00:00 AM","Total receipts from livestock and livestock products",807469000,214836000,3359437000,276511000,42767000,13854000,71311000,899960000,28194000,746605000,257930000,"5/26/2020 8:59:29 AM"
"404",39728,"1/1/1996 12:00:00 AM","Total receipts from direct payments",19886000,4603000,391667000,19725000,4028000,689000,1325000,28867000,2706000,95687000,214151000,"5/26/2020 8:59:29 AM"
"405",39729,"4/1/1996 12:00:00 AM","Total crops receipts",839230000,244056000,3501816000,369828000,29933000,2423000,20490000,628178000,42545000,321333000,1003800000,"5/26/2020 8:59:29 AM"
"406",39730,"4/1/1996 12:00:00 AM","Total farm cash receipts",1708631000,455124000,7026258000,624483000,78863000,21818000,83410000,1552927000,73528000,1199819000,1227655000,"5/26/2020 8:59:29 AM"
"407",39731,"4/1/1996 12:00:00 AM","Total receipts from livestock and livestock products",862149000,207076000,3336477000,250644000,43232000,14316000,58466000,904311000,29740000,749111000,217432000,"5/26/2020 8:59:29 AM"
"408",39732,"4/1/1996 12:00:00 AM","Total receipts from direct payments",7252000,3992000,187965000,4011000,5698000,5079000,4454000,20438000,1243000,129375000,6423000,"5/26/2020 8:59:29 AM"
"409",39733,"7/1/1996 12:00:00 AM","Total crops receipts",579050000,160677000,3156299000,358158000,35681000,4515000,44341000,677930000,27184000,327170000,941593000,"5/26/2020 8:59:29 AM"
"410",39734,"7/1/1996 12:00:00 AM","Total farm cash receipts",1573850000,403406000,6963399000,638716000,85939000,19342000,111021000,1606187000,58668000,1232307000,1233963000,"5/26/2020 8:59:29 AM"
"411",39735,"7/1/1996 12:00:00 AM","Total receipts from livestock and livestock products",933600000,225433000,3566661000,269147000,44588000,14351000,61847000,910929000,30322000,820767000,255677000,"5/26/2020 8:59:29 AM"
"412",39736,"7/1/1996 12:00:00 AM","Total receipts from direct payments",61200000,17296000,240439000,11411000,5670000,476000,4833000,17328000,1162000,84370000,36693000,"5/26/2020 8:59:29 AM"
"413",39737,"10/1/1996 12:00:00 AM","Total crops receipts",574268000,185665000,3227799000,391698000,30113000,4856000,36168000,883463000,44433000,279599000,797536000,"5/26/2020 8:59:29 AM"
"414",39738,"10/1/1996 12:00:00 AM","Total farm cash receipts",1436104000,451087000,7204251000,730032000,77304000,19173000,98357000,1905335000,79931000,1224803000,1182125000,"5/26/2020 8:59:29 AM"
"415",39739,"10/1/1996 12:00:00 AM","Total receipts from livestock and livestock products",798288000,259096000,3594719000,317300000,44763000,13786000,59866000,944673000,27933000,835954000,293060000,"5/26/2020 8:59:29 AM"
"416",39740,"10/1/1996 12:00:00 AM","Total receipts from direct payments",63548000,6326000,381733000,21034000,2428000,531000,2323000,77199000,7565000,109250000,91529000,"5/26/2020 8:59:29 AM"
"417",39741,"1/1/1997 12:00:00 AM","Total crops receipts",907713000,163293000,3996626000,513811000,22865000,2297000,16214000,701257000,40651000,164902000,1463623000,"5/26/2020 8:59:29 AM"
"418",39742,"1/1/1997 12:00:00 AM","Total farm cash receipts",1795811000,388213000,7770580000,840462000,67850000,16884000,86302000,1649057000,71470000,1039883000,1814648000,"5/26/2020 8:59:29 AM"
"419",39743,"1/1/1997 12:00:00 AM","Total receipts from livestock and livestock products",829419000,219270000,3511031000,286505000,42362000,13876000,67714000,903527000,28879000,810191000,309288000,"5/26/2020 8:59:29 AM"
"420",39744,"1/1/1997 12:00:00 AM","Total receipts from direct payments",58679000,5650000,262923000,40146000,2623000,711000,2374000,44273000,1940000,64790000,41737000,"5/26/2020 8:59:29 AM"
"421",39745,"4/1/1997 12:00:00 AM","Total crops receipts",532873000,240713000,3061031000,347545000,30872000,2392000,21972000,623484000,35758000,333779000,891646000,"5/26/2020 8:59:29 AM"
"422",39746,"4/1/1997 12:00:00 AM","Total farm cash receipts",1496704000,476109000,7035038000,688070000,81202000,21579000,85079000,1596171000,69058000,1285922000,1235147000,"5/26/2020 8:59:29 AM"
"423",39747,"4/1/1997 12:00:00 AM","Total receipts from livestock and livestock products",937933000,227162000,3698247000,298069000,46144000,14544000,59721000,953196000,32175000,852240000,277063000,"5/26/2020 8:59:29 AM"
"424",39748,"4/1/1997 12:00:00 AM","Total receipts from direct payments",25898000,8234000,275760000,42456000,4186000,4643000,3386000,19491000,1125000,99903000,66438000,"5/26/2020 8:59:29 AM"
"425",39749,"7/1/1997 12:00:00 AM","Total crops receipts",605634000,154919000,3511484000,412804000,36529000,4296000,34224000,686892000,30210000,345130000,1200850000,"5/26/2020 8:59:29 AM"
"426",39750,"7/1/1997 12:00:00 AM","Total farm cash receipts",1601784000,393569000,7330866000,707882000,82654000,18788000,97157000,1633205000,62090000,1220365000,1513376000,"5/26/2020 8:59:29 AM"
"427",39751,"7/1/1997 12:00:00 AM","Total receipts from livestock and livestock products",935082000,230918000,3599374000,277357000,43410000,13976000,61841000,915795000,29628000,834533000,256834000,"5/26/2020 8:59:29 AM"
"428",39752,"7/1/1997 12:00:00 AM","Total receipts from direct payments",61068000,7732000,220008000,17721000,2715000,516000,1092000,30518000,2252000,40702000,55692000,"5/26/2020 8:59:29 AM"
"429",39753,"10/1/1997 12:00:00 AM","Total crops receipts",591551000,187756000,3524748000,419415000,42122000,4861000,45342000,973057000,50653000,328511000,881485000,"5/26/2020 8:59:29 AM"
"430",39754,"10/1/1997 12:00:00 AM","Total farm cash receipts",1570347000,480449000,7699029000,807591000,88922000,18925000,106082000,1970053000,79147000,1218228000,1359290000,"5/26/2020 8:59:29 AM"
