"","Id","When","Cal","Alberta","Canada","BritishColumbia","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"303",159031,"5/1/1993 12:00:00 AM","Hogs",69.69,NA,76.51,68.4,73.96,76.04,71.64,71.4,72.97,71.15,70.61,"8/7/2020 9:11:43 AM"
"304",159032,"6/1/1993 12:00:00 AM","Slaughter, calves",125,NA,118.43,118.33,114.16,121.7,121.7,108.82,125.67,112.43,113.57,"8/7/2020 9:11:43 AM"
"305",159033,"6/1/1993 12:00:00 AM","Slaughter, cattle",88.84,NA,97.21,87.88,73.44,71.99,71.99,91.82,84,70.94,75.85,"8/7/2020 9:11:43 AM"
"306",159034,"6/1/1993 12:00:00 AM","Hogs",73.65,NA,79.13,71.64,78.31,91.98,75.51,75.68,76.76,73.4,73.88,"8/7/2020 9:11:43 AM"
"307",159035,"7/1/1993 12:00:00 AM","Slaughter, calves",135,NA,116.5,118.33,110.38,113.22,113.22,100.52,115.2,115.05,113.57,"8/7/2020 9:11:43 AM"
"308",159036,"7/1/1993 12:00:00 AM","Slaughter, cattle",85.54,NA,82,86.74,72.84,69.7,69.7,87.11,83.32,72.69,79.72,"8/7/2020 9:11:43 AM"
"309",159037,"7/1/1993 12:00:00 AM","Hogs",71.39,NA,76.78,74.88,76.34,81.77,74.17,73.33,75.28,73.66,71.21,"8/7/2020 9:11:43 AM"
"310",159038,"8/1/1993 12:00:00 AM","Slaughter, calves",131.42,NA,125.8,125,120,105.68,105.68,110,103.48,113.87,125,"8/7/2020 9:11:43 AM"
"311",159039,"8/1/1993 12:00:00 AM","Slaughter, cattle",87.74,NA,81.38,87.78,77.24,69.87,69.87,87.46,81.62,67.07,84.49,"8/7/2020 9:11:43 AM"
"312",159040,"8/1/1993 12:00:00 AM","Hogs",74.29,NA,79.33,71.37,78.21,81.51,76.27,76.46,78.65,77.61,74.13,"8/7/2020 9:11:43 AM"
"313",159041,"9/1/1993 12:00:00 AM","Slaughter, calves",136.78,NA,136.75,115,116.86,114.36,114.36,117.81,125.68,115.97,138.6,"8/7/2020 9:11:43 AM"
"314",159042,"9/1/1993 12:00:00 AM","Slaughter, cattle",91.55,NA,97.47,90.59,79.17,71.45,71.45,88.6,81.82,69.27,89.31,"8/7/2020 9:11:43 AM"
"315",159043,"9/1/1993 12:00:00 AM","Hogs",77.51,NA,81.93,71.37,81.89,83.42,81.27,78.25,80.97,79,78.43,"8/7/2020 9:11:43 AM"
"316",159044,"10/1/1993 12:00:00 AM","Slaughter, calves",135.23,NA,125.79,115,119.85,119.34,119.34,108.44,108.54,114.18,127.7,"8/7/2020 9:11:43 AM"
"317",159045,"10/1/1993 12:00:00 AM","Slaughter, cattle",87.34,NA,100.8,86.13,70.76,69.69,69.69,87.12,79.56,65.14,84.22,"8/7/2020 9:11:43 AM"
"318",159046,"10/1/1993 12:00:00 AM","Hogs",74.73,NA,80.16,78.28,80.6,76.57,78.1,75.39,77.56,76.8,76.2,"8/7/2020 9:11:43 AM"
"319",159047,"11/1/1993 12:00:00 AM","Slaughter, calves",133.47,NA,120.72,111.75,116.84,112,112,109.16,111.9,118.72,112.11,"8/7/2020 9:11:43 AM"
"320",159048,"11/1/1993 12:00:00 AM","Slaughter, cattle",88.43,NA,88.81,86.12,68.33,72.85,72.85,89.8,79.51,65.88,75.15,"8/7/2020 9:11:43 AM"
"321",159049,"11/1/1993 12:00:00 AM","Hogs",68.15,NA,73.42,67.07,75.54,71.84,75.23,70.56,72.98,75.14,68.6,"8/7/2020 9:11:43 AM"
"322",159050,"12/1/1993 12:00:00 AM","Slaughter, calves",127.38,NA,115.06,111.75,108,105,105,113.44,113.56,119.79,117.41,"8/7/2020 9:11:43 AM"
"323",159051,"12/1/1993 12:00:00 AM","Slaughter, cattle",87.2,NA,75.79,79.11,63.41,70.75,70.75,89.72,76.23,65.44,69.55,"8/7/2020 9:11:43 AM"
"324",159052,"12/1/1993 12:00:00 AM","Hogs",63.66,NA,69.24,64.05,71.15,70.7,68.95,67.87,71.64,70.85,63.57,"8/7/2020 9:11:43 AM"
"325",159053,"1/1/1994 12:00:00 AM","Slaughter, calves",107.44,NA,114,107.8,105.78,101.04,101.04,110.02,114.61,122.95,107.44,"8/7/2020 9:11:43 AM"
"326",159054,"1/1/1994 12:00:00 AM","Slaughter, cattle",86.71,NA,95.02,73.42,72.1,71.95,71.95,90.47,71.13,65.03,74.35,"8/7/2020 9:11:43 AM"
"327",159055,"1/1/1994 12:00:00 AM","Hogs",66.68,NA,71.56,68.13,70.4,70.67,70.36,69.33,72.27,72.51,67.5,"8/7/2020 9:11:43 AM"
"328",159056,"2/1/1994 12:00:00 AM","Slaughter, calves",128.34,NA,114.69,106.63,93.41,100.48,100.48,114.69,116.87,118.43,107.72,"8/7/2020 9:11:43 AM"
"329",159057,"2/1/1994 12:00:00 AM","Slaughter, cattle",86.82,NA,96.47,75.86,60.78,73.3,73.3,90.84,73.28,67.17,73.67,"8/7/2020 9:11:43 AM"
"330",159058,"2/1/1994 12:00:00 AM","Hogs",75.94,NA,80.88,77.91,80.51,78.05,79.12,77.91,80.34,85.21,76.87,"8/7/2020 9:11:43 AM"
"331",159059,"3/1/1994 12:00:00 AM","Slaughter, calves",132.87,NA,109.35,111.6,95.25,93.3,93.3,115.61,112.47,113.94,112.13,"8/7/2020 9:11:43 AM"
"332",159060,"3/1/1994 12:00:00 AM","Slaughter, cattle",90.67,NA,106.34,79.9,65.54,73.92,73.92,91.29,73.64,67.73,77.66,"8/7/2020 9:11:43 AM"
"333",159061,"3/1/1994 12:00:00 AM","Hogs",73.09,NA,78.79,78.1,79.03,74.86,78.16,74.86,77.18,80.74,73.76,"8/7/2020 9:11:43 AM"
"334",159062,"4/1/1994 12:00:00 AM","Slaughter, calves",135.7,NA,110.33,114.19,102.09,92.31,92.31,124.5,112.83,128.64,112.79,"8/7/2020 9:11:43 AM"
"335",159063,"4/1/1994 12:00:00 AM","Slaughter, cattle",90.57,NA,111.38,82.15,64.79,77.58,77.58,93.6,78,69.41,76.46,"8/7/2020 9:11:43 AM"
"336",159064,"4/1/1994 12:00:00 AM","Hogs",70.77,NA,75.76,74.04,78.5,73.53,75.37,73.77,76.71,78.87,71.13,"8/7/2020 9:11:43 AM"
"337",159065,"5/1/1994 12:00:00 AM","Slaughter, calves",135.47,NA,105.75,108.21,101.86,98.49,98.49,122.3,125.42,116.79,108.29,"8/7/2020 9:11:43 AM"
"338",159066,"5/1/1994 12:00:00 AM","Slaughter, cattle",83.68,NA,113.76,78.75,70.26,78.58,78.58,92.17,78.13,70.02,74.69,"8/7/2020 9:11:43 AM"
"339",159067,"5/1/1994 12:00:00 AM","Hogs",70.33,NA,75.96,71.79,79.56,74.44,74.57,74.06,76.73,78.5,70.71,"8/7/2020 9:11:43 AM"
"340",159068,"6/1/1994 12:00:00 AM","Slaughter, calves",127.15,NA,100.6,103.99,99.15,101.21,101.21,112.7,131.56,120.52,101.98,"8/7/2020 9:11:43 AM"
"341",159069,"6/1/1994 12:00:00 AM","Slaughter, cattle",78.98,NA,111.16,75.16,67.3,72.04,72.04,87.18,71.57,68.35,72.06,"8/7/2020 9:11:43 AM"
"342",159070,"6/1/1994 12:00:00 AM","Hogs",70.44,NA,76.03,71.72,78.82,66.65,76.01,74.38,77.9,76.57,70.75,"8/7/2020 9:11:43 AM"
"343",159071,"7/1/1994 12:00:00 AM","Slaughter, calves",128.58,NA,91.63,104.38,99.15,97.56,97.56,122.08,119.83,120.27,105.6,"8/7/2020 9:11:43 AM"
"344",159072,"7/1/1994 12:00:00 AM","Slaughter, cattle",82.05,NA,91.22,75.78,68.36,72.67,72.67,91.19,71.71,77.78,74.15,"8/7/2020 9:11:43 AM"
"345",159073,"7/1/1994 12:00:00 AM","Hogs",71.62,NA,75.48,71.9,78.97,72.9,73.84,73.03,74.59,77.07,70.76,"8/7/2020 9:11:43 AM"
"346",159074,"8/1/1994 12:00:00 AM","Slaughter, calves",109.57,NA,96.25,106.65,92.4,91.8,91.8,124.09,123.39,118.78,109.57,"8/7/2020 9:11:43 AM"
"347",159075,"8/1/1994 12:00:00 AM","Slaughter, cattle",82.78,NA,96.56,78.24,62.53,72.9,72.9,93.14,72.52,69.12,76.56,"8/7/2020 9:11:43 AM"
"348",159076,"8/1/1994 12:00:00 AM","Hogs",70.91,NA,77.52,71.9,77.86,73.37,74.27,73.56,76.54,79.52,71.03,"8/7/2020 9:11:43 AM"
"349",159077,"9/1/1994 12:00:00 AM","Slaughter, calves",103.83,NA,103.83,106.3,78.05,83.45,83.45,115.56,117.82,125.26,103.83,"8/7/2020 9:11:43 AM"
"350",159078,"9/1/1994 12:00:00 AM","Slaughter, cattle",79.54,NA,96.57,75.49,60.07,71.75,71.75,88.65,70.44,66.82,74.21,"8/7/2020 9:11:43 AM"
"351",159079,"9/1/1994 12:00:00 AM","Hogs",61.27,NA,67.01,71.37,69.76,62.15,64.7,61.26,63.78,65.06,61.26,"8/7/2020 9:11:43 AM"
"352",159080,"10/1/1994 12:00:00 AM","Slaughter, calves",100.52,NA,99.01,99.25,81.4,78.45,78.45,110,112.66,118.37,100.52,"8/7/2020 9:11:43 AM"
"353",159081,"10/1/1994 12:00:00 AM","Slaughter, cattle",77.36,NA,89.89,69.03,59.17,70.28,70.28,78.28,69.44,61.25,70.73,"8/7/2020 9:11:43 AM"
"354",159082,"10/1/1994 12:00:00 AM","Hogs",53.02,NA,58.83,54.69,59.18,56.43,57.82,54.35,55.99,58.06,52.6,"8/7/2020 9:11:43 AM"
"355",159083,"11/1/1994 12:00:00 AM","Slaughter, calves",104.75,NA,103.41,99.22,70.48,78.66,78.66,109.1,111.17,121.97,104.75,"8/7/2020 9:11:43 AM"
"356",159084,"11/1/1994 12:00:00 AM","Slaughter, cattle",80.12,NA,86.89,69.68,58.37,69.93,69.93,79.06,68.88,65.48,70.59,"8/7/2020 9:11:43 AM"
"357",159085,"11/1/1994 12:00:00 AM","Hogs",49.06,NA,56.06,52.81,57.6,53.41,53.98,52.6,53.7,56.27,49.07,"8/7/2020 9:11:43 AM"
"358",159086,"12/1/1994 12:00:00 AM","Slaughter, calves",106.76,NA,99,102.37,70.48,88.74,88.74,104.5,99.77,136.47,106.76,"8/7/2020 9:11:43 AM"
"359",159087,"12/1/1994 12:00:00 AM","Slaughter, cattle",81.79,NA,85.72,70.76,60.77,69.16,69.16,79.73,67.31,63.11,70.08,"8/7/2020 9:11:43 AM"
"360",159088,"12/1/1994 12:00:00 AM","Hogs",54.39,NA,55.06,53.1,57.44,55.9,54.82,55.03,56.2,56.37,54.25,"8/7/2020 9:11:43 AM"
"361",159089,"1/1/1995 12:00:00 AM","Slaughter, calves",98.75,NA,83.45,103.09,82.49,80.49,85.63,97.39,104.56,128.77,98.75,"8/7/2020 9:11:43 AM"
"362",159090,"1/1/1995 12:00:00 AM","Slaughter, cattle",87.21,NA,60.02,75.23,69.36,69.02,69.02,82.14,72.27,66.24,67.55,"8/7/2020 9:11:43 AM"
"363",159091,"1/1/1995 12:00:00 AM","Hogs",64.19,NA,71.1,65.24,63.84,64.12,63.8,63.68,64.71,61.56,63.99,"8/7/2020 9:11:43 AM"
"364",159092,"2/1/1995 12:00:00 AM","Slaughter, calves",99.95,NA,87.32,104.67,81.62,83.19,88.5,91.15,95.84,125.89,99.95,"8/7/2020 9:11:43 AM"
"365",159093,"2/1/1995 12:00:00 AM","Slaughter, cattle",87.34,NA,67.42,77.74,72.37,69.53,69.53,83.33,72.41,69.17,71.06,"8/7/2020 9:11:43 AM"
"366",159094,"2/1/1995 12:00:00 AM","Hogs",68.75,NA,73.97,68.84,71.38,69.39,71.44,69.41,70.43,69.3,67.77,"8/7/2020 9:11:43 AM"
"367",159095,"3/1/1995 12:00:00 AM","Slaughter, calves",101.83,NA,83.33,102.2,91.45,82.33,87.59,83.51,103.33,122.62,101.83,"8/7/2020 9:11:43 AM"
"368",159096,"3/1/1995 12:00:00 AM","Slaughter, cattle",85.4,NA,64.64,75.01,68.9,69,69,80.31,74.07,66.5,72.43,"8/7/2020 9:11:43 AM"
"369",159097,"3/1/1995 12:00:00 AM","Hogs",65.4,NA,70.62,65.53,79.23,64.64,67.74,64.73,65.72,65.52,64.72,"8/7/2020 9:11:43 AM"
"370",159098,"4/1/1995 12:00:00 AM","Slaughter, calves",99.62,NA,80.4,97.27,90.41,81.76,86.98,91.55,102.58,116.06,99.62,"8/7/2020 9:11:43 AM"
"371",159099,"4/1/1995 12:00:00 AM","Slaughter, cattle",80.26,NA,63.8,69.75,70.28,67.52,67.52,76.53,71.82,62.67,70.64,"8/7/2020 9:11:43 AM"
"372",159100,"4/1/1995 12:00:00 AM","Hogs",60.17,NA,66.29,60.55,63.41,45.8,54.54,60.93,62.12,60.74,59.66,"8/7/2020 9:11:43 AM"
"373",159101,"5/1/1995 12:00:00 AM","Slaughter, calves",97.39,NA,65.58,92.01,79.59,82.13,87.37,86.21,105.63,108.26,97.39,"8/7/2020 9:11:43 AM"
"374",159102,"5/1/1995 12:00:00 AM","Slaughter, cattle",77.63,NA,60.7,67.71,67.74,68.63,68.63,74.95,70.44,62.55,70.7,"8/7/2020 9:11:43 AM"
"375",159103,"5/1/1995 12:00:00 AM","Hogs",60.47,NA,66.27,61.18,72.2,62.36,57.1,62.44,63.59,61.64,59.85,"8/7/2020 9:11:43 AM"
"376",159104,"6/1/1995 12:00:00 AM","Slaughter, calves",93.96,NA,70.82,93.02,79.07,82.5,87.77,82.91,94.11,109.58,93.96,"8/7/2020 9:11:43 AM"
"377",159105,"6/1/1995 12:00:00 AM","Slaughter, cattle",78.46,NA,61.04,70.52,76.54,70.89,70.89,76.93,72.81,67.07,69.05,"8/7/2020 9:11:43 AM"
"378",159106,"6/1/1995 12:00:00 AM","Hogs",69.88,NA,76.98,71.42,71.93,71.69,73.39,71.76,73.48,71.15,69.2,"8/7/2020 9:11:43 AM"
"379",159107,"7/1/1995 12:00:00 AM","Slaughter, calves",90,NA,68.15,89.66,75.82,81.26,86.45,80.22,93.23,110.38,90,"8/7/2020 9:11:43 AM"
"380",159108,"7/1/1995 12:00:00 AM","Slaughter, cattle",77.14,NA,58.3,69.13,69.58,71.62,71.62,74.81,77.85,65.65,68.36,"8/7/2020 9:11:43 AM"
"381",159109,"7/1/1995 12:00:00 AM","Hogs",78.19,NA,83.97,79.95,90.12,78.73,61.36,79.4,80.81,79.82,76.77,"8/7/2020 9:11:43 AM"
"382",159110,"8/1/1995 12:00:00 AM","Slaughter, calves",88.83,NA,62.15,87.5,74.68,72.04,76.64,72.23,108,108.76,88.83,"8/7/2020 9:11:43 AM"
"383",159111,"8/1/1995 12:00:00 AM","Slaughter, cattle",74.62,NA,57.39,67.92,61.32,68.02,68.02,74.21,69.47,63.07,67.09,"8/7/2020 9:11:43 AM"
"384",159112,"8/1/1995 12:00:00 AM","Hogs",81.07,NA,82.08,82.04,79.25,79.31,75.17,79.84,81.46,80.7,79.46,"8/7/2020 9:11:43 AM"
"385",159113,"9/1/1995 12:00:00 AM","Slaughter, calves",86.1,NA,62.8,88.19,60.32,60.91,64.8,77.62,112.71,118.14,86.1,"8/7/2020 9:11:43 AM"
"386",159114,"9/1/1995 12:00:00 AM","Slaughter, cattle",73.8,NA,60.26,65.61,59.16,61.7,61.7,70.51,64.22,58.46,64.86,"8/7/2020 9:11:43 AM"
"387",159115,"9/1/1995 12:00:00 AM","Hogs",81.42,NA,87.23,81.09,83.2,81.27,62.08,81.82,77.49,81.3,79.36,"8/7/2020 9:11:43 AM"
"388",159116,"10/1/1995 12:00:00 AM","Slaughter, calves",86.94,NA,69,87.65,57.34,55.44,58.98,79.5,98.6,105.24,86.94,"8/7/2020 9:11:43 AM"
"389",159117,"10/1/1995 12:00:00 AM","Slaughter, cattle",74.85,NA,61.92,64.33,54.09,56.25,56.25,69.53,63.42,54.19,62.61,"8/7/2020 9:11:43 AM"
"390",159118,"10/1/1995 12:00:00 AM","Hogs",75.36,NA,81.55,75.36,78.87,74.3,78.67,74.84,76.13,75.65,74.34,"8/7/2020 9:11:43 AM"
"391",159119,"11/1/1995 12:00:00 AM","Slaughter, calves",86.65,NA,80.01,86.91,56.73,56.84,60.47,72.97,93.94,108.18,86.65,"8/7/2020 9:11:43 AM"
"392",159120,"11/1/1995 12:00:00 AM","Slaughter, cattle",75.32,NA,63.17,63.38,53.8,57.68,57.68,68.93,62.13,52.73,61.1,"8/7/2020 9:11:43 AM"
"393",159121,"11/1/1995 12:00:00 AM","Hogs",65.68,NA,71.46,64.3,71.62,67.74,70.48,68.05,69.04,67.06,63.76,"8/7/2020 9:11:43 AM"
"394",159122,"12/1/1995 12:00:00 AM","Slaughter, calves",81.63,NA,73.53,84.82,60.74,59.86,63.68,74.56,80.64,113.35,81.63,"8/7/2020 9:11:43 AM"
"395",159123,"12/1/1995 12:00:00 AM","Slaughter, cattle",71.45,NA,66.51,63.92,59.09,53.86,53.86,71.96,61.22,53.82,60.84,"8/7/2020 9:11:43 AM"
"396",159124,"12/1/1995 12:00:00 AM","Hogs",70.59,NA,77.75,71.05,75.11,73.22,75.35,73.89,74.92,70.96,69.11,"8/7/2020 9:11:43 AM"
"397",159125,"1/1/1996 12:00:00 AM","Slaughter, calves",69.4,NA,76.71,73.76,60.02,56.82,60.45,65.33,85.23,104.64,69.4,"8/7/2020 9:11:43 AM"
"398",159126,"1/1/1996 12:00:00 AM","Slaughter, cattle",72.01,NA,58.97,60.13,51.95,54.89,54.89,73.99,58.65,52.06,58.06,"8/7/2020 9:11:43 AM"
"399",159127,"1/1/1996 12:00:00 AM","Hogs",69.09,NA,65.27,69.23,74.07,167.83,73.85,72.12,73.54,71.89,67.81,"8/7/2020 9:11:43 AM"
"400",159128,"2/1/1996 12:00:00 AM","Slaughter, calves",69.79,NA,64.15,72.14,66.08,54.69,58.18,61.24,83.49,103.67,69.79,"8/7/2020 9:11:43 AM"
"401",159129,"2/1/1996 12:00:00 AM","Slaughter, cattle",70.11,NA,56.45,60.19,53.5,54.92,54.92,71.61,58.08,55.91,58.26,"8/7/2020 9:11:43 AM"
"402",159130,"2/1/1996 12:00:00 AM","Hogs",77,NA,81.42,76.1,81.62,167.83,86.86,81.67,85.57,82.06,74.94,"8/7/2020 9:11:43 AM"
"403",159131,"3/1/1996 12:00:00 AM","Slaughter, calves",70.33,NA,50.32,74.93,60.84,52.67,56.03,60.38,81.01,103.83,70.33,"8/7/2020 9:11:43 AM"
"404",159132,"3/1/1996 12:00:00 AM","Slaughter, cattle",71.71,NA,56.03,62.77,52.74,54.71,54.71,71.52,55.11,54.44,59.59,"8/7/2020 9:11:43 AM"
"405",159133,"3/1/1996 12:00:00 AM","Hogs",80.37,NA,84.96,80.74,84.08,167.83,89.14,83.38,82.97,84.02,78.78,"8/7/2020 9:11:43 AM"
"406",159134,"4/1/1996 12:00:00 AM","Slaughter, calves",70.32,NA,51.83,70.9,65.77,57.09,60.73,59.29,80.74,95.4,70.32,"8/7/2020 9:11:43 AM"
"407",159135,"4/1/1996 12:00:00 AM","Slaughter, cattle",68.37,NA,54.99,57.22,52.01,52.22,52.22,67.73,52.85,55.47,57.22,"8/7/2020 9:11:43 AM"
"408",159136,"4/1/1996 12:00:00 AM","Hogs",80.3,NA,84.83,83.21,82.49,167.83,84.32,83.74,81.57,85.47,78.59,"8/7/2020 9:11:43 AM"
"409",159137,"5/1/1996 12:00:00 AM","Slaughter, calves",68.26,NA,46.11,68.64,56.25,50.67,53.9,54.94,86.58,95.18,68.26,"8/7/2020 9:11:43 AM"
"410",159138,"5/1/1996 12:00:00 AM","Slaughter, cattle",68.72,NA,54.94,57.61,55.71,56.98,56.98,68.6,56.22,56.92,57.78,"8/7/2020 9:11:43 AM"
"411",159139,"5/1/1996 12:00:00 AM","Hogs",91.45,NA,95.12,94.3,93.15,167.83,90.6,94.36,90.41,95.57,90.91,"8/7/2020 9:11:43 AM"
"412",159140,"6/1/1996 12:00:00 AM","Slaughter, calves",71.16,NA,49.47,73.76,52.18,56.43,60.03,75.2,90.14,106.89,71.16,"8/7/2020 9:11:43 AM"
"413",159141,"6/1/1996 12:00:00 AM","Slaughter, cattle",70.19,NA,61.37,60.55,58.63,59.92,59.92,71.74,61.27,58.27,59.46,"8/7/2020 9:11:43 AM"
"414",159142,"6/1/1996 12:00:00 AM","Hogs",93.86,NA,97.1,94.77,100.04,167.83,95.25,95.83,92.62,95.64,92.8,"8/7/2020 9:11:43 AM"
"415",159143,"7/1/1996 12:00:00 AM","Slaughter, calves",72.39,NA,66.91,73.34,59.54,56.79,60.41,68.93,91.47,109.06,72.39,"8/7/2020 9:11:43 AM"
"416",159144,"7/1/1996 12:00:00 AM","Slaughter, cattle",74.67,NA,64.16,62.67,60.48,63.96,63.96,74.81,64.63,57.9,62.56,"8/7/2020 9:11:43 AM"
"417",159145,"7/1/1996 12:00:00 AM","Hogs",95.77,NA,99.58,97.11,98.52,167.83,93.89,96.7,93.3,96.92,94.22,"8/7/2020 9:11:43 AM"
"418",159146,"8/1/1996 12:00:00 AM","Slaughter, calves",78.28,NA,66.01,77.53,54.99,59,62.77,73.99,87.42,111.33,78.28,"8/7/2020 9:11:43 AM"
"419",159147,"8/1/1996 12:00:00 AM","Slaughter, cattle",79.41,NA,67.4,64.06,60.1,62.95,62.95,78.41,65.22,58.72,65.27,"8/7/2020 9:11:43 AM"
"420",159148,"8/1/1996 12:00:00 AM","Hogs",99.25,NA,95.3,104.76,105.1,167.83,102.61,101.57,98.45,102.27,97.94,"8/7/2020 9:11:43 AM"
"421",159149,"9/1/1996 12:00:00 AM","Slaughter, calves",81.75,NA,68.22,82.45,53.56,48.6,51.7,81.74,86.11,117.28,81.75,"8/7/2020 9:11:43 AM"
"422",159150,"9/1/1996 12:00:00 AM","Slaughter, cattle",79.8,NA,65.07,65.34,55.44,57.76,57.76,76.98,63.27,57.75,64.13,"8/7/2020 9:11:43 AM"
"423",159151,"9/1/1996 12:00:00 AM","Hogs",91,NA,90.67,92.09,98.06,167.83,89.85,93.9,91.01,92.44,89,"8/7/2020 9:11:43 AM"
"424",159152,"10/1/1996 12:00:00 AM","Slaughter, calves",81.01,NA,70.16,81.11,50.66,45.65,48.56,71.6,83.02,108.05,81.01,"8/7/2020 9:11:43 AM"
"425",159153,"10/1/1996 12:00:00 AM","Slaughter, cattle",79.27,NA,59.65,59.02,58.41,56.7,56.7,74.62,58.83,56.97,60.47,"8/7/2020 9:11:43 AM"
"426",159154,"10/1/1996 12:00:00 AM","Hogs",92.51,NA,93.8,93.08,97.63,167.83,95.89,92.88,90.01,92.48,90.06,"8/7/2020 9:11:43 AM"
"427",159155,"11/1/1996 12:00:00 AM","Slaughter, calves",81.48,NA,75.18,82.82,48.24,38.48,40.94,71.24,81.59,104.55,81.48,"8/7/2020 9:11:43 AM"
"428",159156,"11/1/1996 12:00:00 AM","Slaughter, cattle",75.63,NA,52.86,65.06,57.33,54.18,54.18,78.49,62.19,55.02,64.92,"8/7/2020 9:11:43 AM"
"429",159157,"11/1/1996 12:00:00 AM","Hogs",86.15,NA,87.58,85.18,88.64,167.83,87.35,87.06,84.41,87.65,83.36,"8/7/2020 9:11:43 AM"
"430",159158,"12/1/1996 12:00:00 AM","Slaughter, calves",80.33,NA,73.77,78.47,45.4,49.17,52.31,77.21,73.21,108.39,80.33,"8/7/2020 9:11:43 AM"
"431",159159,"12/1/1996 12:00:00 AM","Slaughter, cattle",70.11,NA,49.62,60.45,53.85,54.34,54.34,75.92,60.81,56.08,62.66,"8/7/2020 9:11:43 AM"
"432",159160,"12/1/1996 12:00:00 AM","Hogs",91,NA,93.37,90.72,93.78,167.83,91.62,91.53,88.56,89.89,88.08,"8/7/2020 9:11:43 AM"
"433",159161,"1/1/1997 12:00:00 AM","Slaughter, calves",78.53,NA,78.33,79.39,52,51.32,54.6,75.88,73.88,110.31,78.53,"8/7/2020 9:11:43 AM"
"434",159162,"1/1/1997 12:00:00 AM","Slaughter, cattle",72.01,NA,49.52,57.92,53.73,57.25,57.25,73.47,60.73,51.03,57.97,"8/7/2020 9:11:43 AM"
"435",159163,"1/1/1997 12:00:00 AM","Hogs",92.04,NA,92.75,87.15,90.71,167.83,88.58,88.57,85.97,85.1,86.4,"8/7/2020 9:11:43 AM"
"436",159164,"2/1/1997 12:00:00 AM","Slaughter, calves",84.58,NA,74.77,83.9,58.82,55.29,58.82,69.93,76.53,105.2,84.58,"8/7/2020 9:11:43 AM"
"437",159165,"2/1/1997 12:00:00 AM","Slaughter, cattle",77.08,NA,56.55,60.26,53.15,56.99,56.99,74.01,59.94,57.96,61.69,"8/7/2020 9:11:43 AM"
"438",159166,"2/1/1997 12:00:00 AM","Hogs",89.39,NA,87.93,86.54,91.82,167.83,89.66,89.17,86.11,88.94,85.62,"8/7/2020 9:11:43 AM"
"439",159167,"3/1/1997 12:00:00 AM","Slaughter, calves",87.69,NA,64.43,87.86,47.47,53.25,56.65,72.72,76.73,106.38,87.69,"8/7/2020 9:11:43 AM"
"440",159168,"3/1/1997 12:00:00 AM","Slaughter, cattle",80.68,NA,62.42,66.8,56.67,59.72,59.72,77.93,63.8,60.94,67.64,"8/7/2020 9:11:43 AM"
"441",159169,"3/1/1997 12:00:00 AM","Hogs",80.88,NA,83.12,81.93,87.22,167.83,82.1,83.9,80.95,86.63,79.34,"8/7/2020 9:11:43 AM"
"442",159170,"4/1/1997 12:00:00 AM","Slaughter, calves",89.94,NA,68.41,88.76,57.47,57.94,61.64,76.21,83.49,114.67,89.94,"8/7/2020 9:11:43 AM"
"443",159171,"4/1/1997 12:00:00 AM","Slaughter, cattle",80.54,NA,64.77,68.21,58.6,62,62,79.42,64.07,64.73,69.22,"8/7/2020 9:11:43 AM"
"444",159172,"4/1/1997 12:00:00 AM","Hogs",92.48,NA,93.25,89.23,95.08,167.83,90.13,93.37,90.53,94.35,85.77,"8/7/2020 9:11:43 AM"
"445",159173,"5/1/1997 12:00:00 AM","Slaughter, calves",91.52,NA,79.51,93.13,67.22,63.1,67.13,88.26,86.94,117.41,91.52,"8/7/2020 9:11:43 AM"
"446",159174,"5/1/1997 12:00:00 AM","Slaughter, cattle",80.42,NA,63.41,69.61,58.99,62.24,62.24,80.74,65.75,65.73,69.49,"8/7/2020 9:11:43 AM"
"447",159175,"5/1/1997 12:00:00 AM","Hogs",96.87,NA,101.14,96.16,103.01,167.83,99.91,100.19,96.78,100.26,92.88,"8/7/2020 9:11:43 AM"
"448",159176,"6/1/1997 12:00:00 AM","Slaughter, calves",89.8,NA,83.54,89.97,70.58,60.43,64.29,87.78,82.35,116.55,89.8,"8/7/2020 9:11:43 AM"
"449",159177,"6/1/1997 12:00:00 AM","Slaughter, cattle",78.21,NA,65.32,68.57,59.54,62.48,62.48,80.07,67.53,65.45,67.51,"8/7/2020 9:11:43 AM"
"450",159178,"6/1/1997 12:00:00 AM","Hogs",96.86,NA,99.69,95.5,102.48,167.83,99.78,99.69,96.6,99.81,92.81,"8/7/2020 9:11:43 AM"
"451",159179,"7/1/1997 12:00:00 AM","Slaughter, calves",91.71,NA,82.72,88.74,63.37,59.43,63.22,85.35,84.21,115.52,91.71,"8/7/2020 9:11:43 AM"
"452",159180,"7/1/1997 12:00:00 AM","Slaughter, cattle",79.23,NA,66.68,69.82,61.63,65.1,65.1,80.89,68.95,63.02,70.48,"8/7/2020 9:11:43 AM"
"453",159181,"7/1/1997 12:00:00 AM","Hogs",98.32,NA,101.63,99.97,104.68,167.83,101.73,101.6,97.62,102.53,96.56,"8/7/2020 9:11:43 AM"
