"","Id","When","Cal","Alberta","BritishColumbia","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"340",64764,"2/1/2016 12:00:00 AM","Wheat excluding durum",231.29,231.29,224.67,NA,246.3,NA,261.26,242.52,248.2,225.04,"8/7/2020 9:08:35 AM"
"341",64765,"3/1/2016 12:00:00 AM","Durum",325.92,NA,NA,NA,NA,NA,NA,NA,NA,293.47,"8/7/2020 9:08:35 AM"
"342",64766,"3/1/2016 12:00:00 AM","Wheat excluding durum",235.08,235.08,233.15,NA,252.93,NA,257.7,248.57,242.89,228.4,"8/7/2020 9:08:35 AM"
"343",64767,"4/1/2016 12:00:00 AM","Durum",315.74,NA,NA,NA,NA,NA,NA,NA,NA,283.83,"8/7/2020 9:08:35 AM"
"344",64768,"4/1/2016 12:00:00 AM","Wheat excluding durum",235.17,235.17,231.36,NA,276.74,NA,256.33,256.26,235.59,227.35,"8/7/2020 9:08:35 AM"
"345",64769,"5/1/2016 12:00:00 AM","Durum",332.69,NA,NA,NA,NA,NA,NA,NA,NA,286.9,"8/7/2020 9:08:35 AM"
"346",64770,"5/1/2016 12:00:00 AM","Wheat excluding durum",243.65,243.65,239.03,NA,251.62,NA,257.15,261.7,236.38,231.39,"8/7/2020 9:08:35 AM"
"347",64771,"6/1/2016 12:00:00 AM","Durum",300.92,NA,NA,NA,NA,NA,NA,NA,NA,279.53,"8/7/2020 9:08:35 AM"
"348",64772,"6/1/2016 12:00:00 AM","Wheat excluding durum",241.73,241.73,235.65,NA,257.41,NA,252.86,245.44,235.2,230.77,"8/7/2020 9:08:35 AM"
"349",64773,"7/1/2016 12:00:00 AM","Durum",285.93,NA,NA,NA,NA,NA,NA,NA,NA,266.82,"8/7/2020 9:08:35 AM"
"350",64774,"7/1/2016 12:00:00 AM","Wheat excluding durum",234.27,234.27,229.6,NA,246.94,NA,251.54,254.77,239.1,221.77,"8/7/2020 9:08:35 AM"
"351",64775,"8/1/2016 12:00:00 AM","Durum",255.07,NA,NA,NA,NA,NA,NA,NA,NA,240.65,"8/7/2020 9:08:35 AM"
"352",64776,"8/1/2016 12:00:00 AM","Wheat excluding durum",217.59,217.59,214.25,NA,236.58,NA,214.3,169.21,224.35,205.32,"8/7/2020 9:08:35 AM"
"353",64777,"9/1/2016 12:00:00 AM","Durum",248.87,NA,NA,NA,NA,NA,NA,NA,NA,231.63,"8/7/2020 9:08:35 AM"
"354",64778,"9/1/2016 12:00:00 AM","Wheat excluding durum",214.53,214.53,216.6,NA,241.37,NA,236.55,171.08,217.25,201.32,"8/7/2020 9:08:35 AM"
"355",64779,"10/1/2016 12:00:00 AM","Durum",264.37,NA,NA,NA,NA,NA,NA,NA,NA,240.1,"8/7/2020 9:08:35 AM"
"356",64780,"10/1/2016 12:00:00 AM","Wheat excluding durum",217.13,217.13,221.02,NA,222.18,NA,233.81,186.09,213.12,209.98,"8/7/2020 9:08:35 AM"
"357",64781,"11/1/2016 12:00:00 AM","Durum",272.11,NA,NA,NA,NA,NA,NA,NA,NA,249.14,"8/7/2020 9:08:35 AM"
"358",64782,"11/1/2016 12:00:00 AM","Wheat excluding durum",222.36,222.36,226.43,NA,222.34,NA,234.95,216.17,218.49,215.2,"8/7/2020 9:08:35 AM"
"359",64783,"12/1/2016 12:00:00 AM","Durum",283.14,NA,NA,NA,NA,NA,NA,NA,NA,239.63,"8/7/2020 9:08:35 AM"
"360",64784,"12/1/2016 12:00:00 AM","Wheat excluding durum",227.24,227.24,233.29,NA,212.43,NA,236.75,213.02,228.83,215.93,"8/7/2020 9:08:35 AM"
"361",64785,"1/1/2017 12:00:00 AM","Durum",285.16,NA,NA,NA,NA,NA,NA,NA,NA,226.67,"8/7/2020 9:08:35 AM"
"362",64786,"1/1/2017 12:00:00 AM","Wheat excluding durum",228.99,228.99,235.39,NA,221.87,NA,227.86,221.43,230.01,221.69,"8/7/2020 9:08:35 AM"
"363",64787,"2/1/2017 12:00:00 AM","Durum",276.58,NA,NA,NA,NA,NA,NA,NA,NA,193.78,"8/7/2020 9:08:35 AM"
"364",64788,"2/1/2017 12:00:00 AM","Wheat excluding durum",222.93,222.93,231.16,NA,229.59,NA,225.95,220.72,232.69,220.15,"8/7/2020 9:08:35 AM"
"365",64789,"3/1/2017 12:00:00 AM","Durum",267.94,NA,NA,NA,NA,NA,NA,NA,NA,205.53,"8/7/2020 9:08:35 AM"
"366",64790,"3/1/2017 12:00:00 AM","Wheat excluding durum",229.33,229.33,236.99,NA,240.85,NA,225.95,221.21,235.38,220.96,"8/7/2020 9:08:35 AM"
"367",64791,"4/1/2017 12:00:00 AM","Durum",246.28,NA,NA,NA,NA,NA,NA,NA,NA,191.98,"8/7/2020 9:08:35 AM"
"368",64792,"4/1/2017 12:00:00 AM","Wheat excluding durum",231.68,231.68,236.7,NA,238.24,NA,225.95,217.27,238.52,216.19,"8/7/2020 9:08:35 AM"
"369",64793,"5/1/2017 12:00:00 AM","Durum",250.16,NA,NA,NA,NA,NA,NA,NA,NA,206.01,"8/7/2020 9:08:35 AM"
"370",64794,"5/1/2017 12:00:00 AM","Wheat excluding durum",232.47,232.47,239.04,NA,225.01,NA,243.84,220.53,237.25,216.17,"8/7/2020 9:08:35 AM"
"371",64795,"6/1/2017 12:00:00 AM","Durum",255.13,NA,NA,NA,NA,NA,NA,NA,NA,206.42,"8/7/2020 9:08:35 AM"
"372",64796,"6/1/2017 12:00:00 AM","Wheat excluding durum",237.61,237.61,245.96,NA,220.1,NA,246.86,209.9,241.92,225.86,"8/7/2020 9:08:35 AM"
"373",64797,"7/1/2017 12:00:00 AM","Durum",267.77,NA,NA,NA,NA,NA,NA,NA,NA,225.46,"8/7/2020 9:08:35 AM"
"374",64798,"7/1/2017 12:00:00 AM","Wheat excluding durum",241.76,241.76,258.55,NA,217.01,NA,241.41,199.35,243.53,243.06,"8/7/2020 9:08:35 AM"
"375",64799,"8/1/2017 12:00:00 AM","Durum",285.27,NA,NA,NA,NA,NA,NA,NA,NA,249.47,"8/7/2020 9:08:35 AM"
"376",64800,"8/1/2017 12:00:00 AM","Wheat excluding durum",244.05,244.05,255.71,NA,220.32,NA,236.98,160.32,237.55,227.75,"8/7/2020 9:08:35 AM"
"377",64801,"9/1/2017 12:00:00 AM","Durum",292.58,NA,NA,NA,NA,NA,NA,NA,NA,264.09,"8/7/2020 9:08:35 AM"
"378",64802,"9/1/2017 12:00:00 AM","Wheat excluding durum",247.44,247.44,258.53,NA,223.41,NA,220.72,169.64,239.16,239.08,"8/7/2020 9:08:35 AM"
"379",64803,"10/1/2017 12:00:00 AM","Durum",303.69,NA,NA,NA,NA,NA,NA,NA,NA,274.87,"8/7/2020 9:08:35 AM"
"380",64804,"10/1/2017 12:00:00 AM","Wheat excluding durum",251.03,251.03,257.33,NA,218.86,NA,218.2,176.49,235.84,241.18,"8/7/2020 9:08:35 AM"
"381",64805,"11/1/2017 12:00:00 AM","Durum",294.38,NA,NA,NA,NA,NA,NA,NA,NA,276.21,"8/7/2020 9:08:35 AM"
"382",64806,"11/1/2017 12:00:00 AM","Wheat excluding durum",256.17,256.17,261.57,NA,218.57,NA,215.1,183.6,241.27,244.16,"8/7/2020 9:08:35 AM"
"383",64807,"12/1/2017 12:00:00 AM","Durum",284.46,NA,NA,NA,NA,NA,NA,NA,NA,272.1,"8/7/2020 9:08:35 AM"
"384",64808,"12/1/2017 12:00:00 AM","Wheat excluding durum",255.1,255.1,255.01,NA,209.88,NA,212.13,198.8,248.73,243.42,"8/7/2020 9:08:35 AM"
"385",64809,"1/1/2018 12:00:00 AM","Durum",281.37,NA,NA,NA,NA,NA,NA,NA,NA,267.29,"8/7/2020 9:08:35 AM"
"386",64810,"1/1/2018 12:00:00 AM","Wheat excluding durum",252.8,252.8,249.04,NA,215.02,NA,210.98,198.08,247.19,236.81,"8/7/2020 9:08:35 AM"
"387",64811,"2/1/2018 12:00:00 AM","Durum",279.48,NA,NA,NA,NA,NA,NA,NA,NA,262.9,"8/7/2020 9:08:35 AM"
"388",64812,"2/1/2018 12:00:00 AM","Wheat excluding durum",249.46,249.46,245.04,NA,224.95,NA,215.56,205.13,247.65,233.85,"8/7/2020 9:08:35 AM"
"389",64813,"3/1/2018 12:00:00 AM","Durum",272.11,NA,NA,NA,NA,NA,NA,NA,NA,262.64,"8/7/2020 9:08:35 AM"
"390",64814,"3/1/2018 12:00:00 AM","Wheat excluding durum",256.22,256.22,250.2,NA,218.48,NA,230.47,217.91,250.29,233.84,"8/7/2020 9:08:35 AM"
"391",64815,"4/1/2018 12:00:00 AM","Durum",267.45,NA,NA,NA,NA,NA,NA,NA,NA,261.1,"8/7/2020 9:08:35 AM"
"392",64816,"4/1/2018 12:00:00 AM","Wheat excluding durum",251.02,251.02,251.03,NA,224.43,NA,232.99,213.89,245.85,237.17,"8/7/2020 9:08:35 AM"
"393",64817,"5/1/2018 12:00:00 AM","Durum",266.92,NA,NA,NA,NA,NA,NA,NA,NA,256.51,"8/7/2020 9:08:35 AM"
"394",64818,"5/1/2018 12:00:00 AM","Wheat excluding durum",253.59,253.59,251.31,NA,232.69,NA,247.67,237.31,254.39,239.63,"8/7/2020 9:08:35 AM"
"395",64819,"6/1/2018 12:00:00 AM","Durum",263.2,NA,NA,NA,NA,NA,NA,NA,NA,261.81,"8/7/2020 9:08:35 AM"
"396",64820,"6/1/2018 12:00:00 AM","Wheat excluding durum",254.9,254.9,248.66,NA,238.55,NA,241.55,251.37,257.51,239.62,"8/7/2020 9:08:35 AM"
"397",64821,"7/1/2018 12:00:00 AM","Durum",260,NA,NA,NA,NA,NA,NA,NA,NA,255.13,"8/7/2020 9:08:35 AM"
"398",64822,"7/1/2018 12:00:00 AM","Wheat excluding durum",251.31,251.31,243.01,NA,249.29,NA,246.52,251.37,248.38,232.23,"8/7/2020 9:08:35 AM"
"399",64823,"8/1/2018 12:00:00 AM","Durum",257.25,NA,NA,NA,NA,NA,NA,NA,NA,252.97,"8/7/2020 9:08:35 AM"
"400",64824,"8/1/2018 12:00:00 AM","Wheat excluding durum",257.77,257.77,252.45,NA,239.62,NA,236.2,223.49,257.51,244.14,"8/7/2020 9:08:35 AM"
"401",64825,"9/1/2018 12:00:00 AM","Durum",247.99,NA,NA,NA,NA,NA,NA,NA,NA,248.5,"8/7/2020 9:08:35 AM"
"402",64826,"9/1/2018 12:00:00 AM","Wheat excluding durum",256.6,256.6,251.11,NA,238,NA,239.64,216.72,257.59,243.17,"8/7/2020 9:08:35 AM"
"403",64827,"10/1/2018 12:00:00 AM","Durum",244.81,NA,NA,NA,NA,NA,NA,NA,NA,238.79,"8/7/2020 9:08:35 AM"
"404",64828,"10/1/2018 12:00:00 AM","Wheat excluding durum",246.63,246.63,250.88,NA,245.97,NA,233.91,212.37,254.8,242.94,"8/7/2020 9:08:35 AM"
"405",64829,"11/1/2018 12:00:00 AM","Durum",245.35,NA,NA,NA,NA,NA,NA,NA,NA,228.67,"8/7/2020 9:08:35 AM"
"406",64830,"11/1/2018 12:00:00 AM","Wheat excluding durum",253.6,253.6,256.7,NA,247.88,NA,238.5,239,257.12,244.42,"8/7/2020 9:08:35 AM"
"407",64831,"12/1/2018 12:00:00 AM","Durum",239.98,NA,NA,NA,NA,NA,NA,NA,NA,227.47,"8/7/2020 9:08:35 AM"
"408",64832,"12/1/2018 12:00:00 AM","Wheat excluding durum",256.23,256.23,258.1,NA,246.29,NA,243.08,228.92,266.63,249.49,"8/7/2020 9:08:35 AM"
"409",64833,"1/1/2019 12:00:00 AM","Durum",239.4,NA,NA,NA,NA,NA,NA,NA,NA,230.87,"8/7/2020 9:08:35 AM"
"410",64834,"1/1/2019 12:00:00 AM","Wheat excluding durum",249.93,249.93,255.77,NA,251.04,NA,236.24,233.54,274.91,246.95,"8/7/2020 9:08:35 AM"
"411",64835,"2/1/2019 12:00:00 AM","Durum",248.16,NA,NA,NA,NA,NA,NA,NA,NA,238.78,"8/7/2020 9:08:35 AM"
"412",64836,"2/1/2019 12:00:00 AM","Wheat excluding durum",250.43,250.43,253.93,NA,244.68,NA,244.71,234,283.81,246.09,"8/7/2020 9:08:35 AM"
"413",64837,"3/1/2019 12:00:00 AM","Durum",251.45,NA,NA,NA,NA,NA,NA,NA,NA,240.65,"8/7/2020 9:08:35 AM"
"414",64838,"3/1/2019 12:00:00 AM","Wheat excluding durum",252.49,252.49,252.96,NA,247.54,NA,241.54,239.92,281.91,249.16,"8/7/2020 9:08:35 AM"
"415",64839,"4/1/2019 12:00:00 AM","Durum",251.14,NA,NA,NA,NA,NA,NA,NA,NA,243.68,"8/7/2020 9:08:35 AM"
"416",64840,"4/1/2019 12:00:00 AM","Wheat excluding durum",253.27,253.27,249.8,NA,250.86,NA,241.54,236.47,278.76,242.45,"8/7/2020 9:08:35 AM"
"417",64841,"5/1/2019 12:00:00 AM","Durum",252.07,NA,NA,NA,NA,NA,NA,NA,NA,244.61,"8/7/2020 9:08:35 AM"
"418",64842,"5/1/2019 12:00:00 AM","Wheat excluding durum",248.4,248.4,247.95,NA,248.49,NA,233.06,237.43,283.63,239.3,"8/7/2020 9:08:35 AM"
"419",64843,"6/1/2019 12:00:00 AM","Durum",254.23,NA,NA,NA,NA,NA,NA,NA,NA,250.77,"8/7/2020 9:08:35 AM"
"420",64844,"6/1/2019 12:00:00 AM","Wheat excluding durum",254.18,254.18,247.39,NA,253.82,NA,241.54,239.63,286.69,242.95,"8/7/2020 9:08:35 AM"
"421",64845,"7/1/2019 12:00:00 AM","Durum",256.73,NA,NA,NA,NA,NA,NA,NA,NA,253.13,"8/7/2020 9:08:35 AM"
"422",64846,"7/1/2019 12:00:00 AM","Wheat excluding durum",249.64,249.64,239.26,NA,264.05,NA,237.3,245.07,283.09,236.27,"8/7/2020 9:08:35 AM"
"423",64847,"8/1/2019 12:00:00 AM","Durum",255.38,NA,NA,NA,NA,NA,NA,NA,NA,251.26,"8/7/2020 9:08:35 AM"
"424",64848,"8/1/2019 12:00:00 AM","Wheat excluding durum",240.51,240.51,225.96,NA,264.05,NA,234.76,233.53,263.95,224.99,"8/7/2020 9:08:35 AM"
"425",64849,"9/1/2019 12:00:00 AM","Durum",259.03,NA,NA,NA,NA,NA,NA,NA,NA,243.25,"8/7/2020 9:08:35 AM"
"426",64850,"9/1/2019 12:00:00 AM","Wheat excluding durum",234.06,234.06,219.86,NA,248.42,NA,233.06,199.9,265.77,213.62,"8/7/2020 9:08:35 AM"
"427",64851,"10/1/2019 12:00:00 AM","Durum",283.42,NA,NA,NA,NA,NA,NA,NA,NA,238.64,"8/7/2020 9:08:35 AM"
"428",64852,"10/1/2019 12:00:00 AM","Wheat excluding durum",232.57,232.57,235.31,NA,254.33,NA,239.32,230.58,264.63,215.46,"8/7/2020 9:08:35 AM"
"429",64853,"11/1/2019 12:00:00 AM","Durum",298.86,NA,NA,NA,NA,NA,NA,NA,NA,246.88,"8/7/2020 9:08:35 AM"
"430",64854,"11/1/2019 12:00:00 AM","Wheat excluding durum",228.6,228.6,236.68,NA,242.82,NA,238.88,236.38,262.33,212.48,"8/7/2020 9:08:35 AM"
"431",64855,"12/1/2019 12:00:00 AM","Durum",294.22,NA,NA,NA,NA,NA,NA,NA,NA,239.57,"8/7/2020 9:08:35 AM"
"432",64856,"12/1/2019 12:00:00 AM","Wheat excluding durum",235.16,235.16,240.76,NA,280.55,NA,241.52,253.27,260.82,213.01,"8/7/2020 9:08:35 AM"
"433",64857,"1/1/2020 12:00:00 AM","Durum",294.38,NA,NA,NA,NA,NA,NA,NA,NA,245.06,"8/7/2020 9:08:35 AM"
"434",64858,"1/1/2020 12:00:00 AM","Wheat excluding durum",238.54,238.54,247.56,NA,289.31,NA,255.67,268.11,267.18,219.58,"8/7/2020 9:08:35 AM"
"435",64859,"2/1/2020 12:00:00 AM","Durum",296.23,NA,NA,NA,NA,NA,NA,NA,NA,251.27,"8/7/2020 9:08:35 AM"
"436",64860,"2/1/2020 12:00:00 AM","Wheat excluding durum",238.67,238.67,233.84,NA,270.78,NA,258,265.32,264.41,219.62,"8/7/2020 9:08:35 AM"
"437",64861,"3/1/2020 12:00:00 AM","Durum",296.25,NA,NA,NA,NA,NA,NA,NA,NA,260.66,"8/7/2020 9:08:35 AM"
"438",64862,"3/1/2020 12:00:00 AM","Wheat excluding durum",233.38,233.38,240.33,NA,274.46,NA,262.65,271.77,274.96,218.99,"8/7/2020 9:08:35 AM"
"439",64863,"4/1/2020 12:00:00 AM","Durum",289.07,NA,NA,NA,NA,NA,NA,NA,NA,270.52,"8/7/2020 9:08:35 AM"
"440",64864,"4/1/2020 12:00:00 AM","Wheat excluding durum",238.01,238.01,242.09,NA,269.56,NA,255.67,279.66,278.01,219.61,"8/7/2020 9:08:35 AM"
"441",64865,"5/1/2020 12:00:00 AM","Durum",308.44,NA,NA,NA,NA,NA,NA,NA,NA,281.1,"8/7/2020 9:08:35 AM"
"442",64866,"5/1/2020 12:00:00 AM","Wheat excluding durum",240.4,240.4,243.47,NA,280.76,NA,264.97,270.43,274.42,223.34,"8/7/2020 9:08:35 AM"
"443",64867,"6/1/2020 12:00:00 AM","Durum",309.87,NA,NA,NA,NA,NA,NA,NA,NA,281.75,"8/7/2020 9:08:35 AM"
"444",64868,"6/1/2020 12:00:00 AM","Wheat excluding durum",231.82,231.82,237.5,NA,284.26,NA,275.57,290.96,272.34,224.57,"8/7/2020 9:08:35 AM"
